metric,mean,std,ci_low,ci_high,n_rep
E[w],408.91158054588743,2.9706620796059258,405.48135544322366,412.3418056485512,3
E[R],504.6459074533475,2.1959151781498227,502.11028301490273,507.18153189179225,3
