workload,rep,seed,node_name,servers,mu,lambda_effective,E[w],E[s],E[r],E[n_q],E[n_s],E[n],utilization,num_completed_jobs
lam_27.0,0,1000,registration,3,8.0,,124.39412476592955,0.124195374244414,124.51161444526241,3363.446050065968,2.778815310571602,3366.2234432395076,0.926271770190534,53117
lam_27.0,0,1000,doctor,5,5.0,,1.325152626363112,0.20088722912073104,1.5261202117549455,33.98325363961334,4.79013491626156,38.77191762810439,0.958026983252312,53096
lam_27.0,0,1000,lab,4,10.0,,3.713019485848323e-05,0.09996051676335284,0.09999764695821133,0.00023752116247833044,0.23657501609307446,0.23681253725555276,0.059143754023268616,10635
lam_27.0,0,1000,pharmacy,2,6.0,,664.496330237949,0.16681827381282072,664.6209825814963,14671.026417184252,1.834218046042413,14670.983801439623,0.9171090230212064,26301
