metric,mean,std,ci_low,ci_high,n_rep
E[w],284.7078021470548,6.112081590195964,277.6501782442376,291.76542604987196,3
E[R],285.2027133835511,6.1154683717597775,278.1411787622388,292.2642480048634,3
