workload,rep,seed,node_name,servers,mu,lambda_effective,E[w],E[s],E[r],E[n_q],E[n_s],E[n],utilization,num_completed_jobs
lam_23.0,0,1000,registration,3,8.0,,0.7824645800544978,0.12455535919289276,0.9070649935431662,20.671689299019455,2.618688509402743,23.290291897304428,0.8728961698009143,50676
lam_23.0,0,1000,doctor,5,5.0,,0.3987149126529,0.20058720408317435,0.5993388466884035,10.106550010172532,4.543689961167527,14.650209877099105,0.9087379922335054,50671
lam_23.0,0,1000,lab,4,10.0,,2.7096275122570318e-05,0.10030348729721623,0.1003305835723388,0.00012802310647273883,0.2241368709401723,0.224264894046645,0.05603421773504307,10267
lam_23.0,0,1000,pharmacy,2,6.0,,615.8425734432427,0.16661506567476947,615.9692304213459,13296.147760374723,1.8261062487198054,13297.827620649483,0.9130531243599027,26373
