workload,rep,seed,node_name,servers,mu,lambda_effective,E[w],E[s],E[r],E[n_q],E[n_s],E[n],utilization,num_completed_jobs
lam_38.0,0,1000,registration,3,8.0,,457.0052796678043,0.12505840807760485,457.10749858610956,16686.13630603232,2.871332731458153,16688.691473976654,0.957110910486051,52759
lam_38.0,0,1000,doctor,5,5.0,,0.7676220784719759,0.20014512781766908,0.9677851243874963,20.774201782965807,4.7426356900630795,25.51679813762193,0.948527138012616,52745
lam_38.0,0,1000,lab,4,10.0,,4.884212493513231e-05,0.10006103369934428,0.10010987582427942,0.00023100466289859866,0.2335887661381084,0.23381977080100697,0.0583971915345271,10751
lam_38.0,0,1000,pharmacy,2,6.0,,698.365462934626,0.16538533583851026,698.4894513348281,14406.473187943167,1.828983134462239,14408.228568911925,0.9144915672311195,26549
