metric,mean,std,ci_low,ci_high,n_rep
E[w],293.32504502136317,1.833878703819579,291.2074642947405,295.44262574798586,3
E[R],293.8708190137209,1.9217377429163687,291.65178740735166,296.08985062009015,3
