metric,mean,std,ci_low,ci_high,n_rep
E[w],420.61611845762627,2.7351951648236077,417.4577871282321,423.77444978702044,3
E[R],542.9780064379037,7.397689039602466,534.4358909211124,551.5201219546949,3
