metric,mean,std,ci_low,ci_high,n_rep
E[w],330.9930156156544,2.1635988834967286,328.494706820044,333.49132441126477,3
E[R],347.75278799135486,1.9110616766996575,345.5460840443938,349.9594919383159,3
